IDProducto;Producto;Marca;IDEmpresa;Seccion;Categoria;Variedad;FigurasCalidad;HEART OF SPAIN
23062;PASTAS DE MANTEQUILLA;TIERRA LA REINA;36312;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
23063;SEQUILLOS;SEQUILLOS EL PUENTE;36312;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
34909;CHORIZO ACHORIZADO EXTRA;RODRIGUEZ DESDE 1910 SIGUIENDO LA TRADICION;1260;CHARCUTERIA;EMBUTIDOS;CHORIZO;PROTOCOLO PRIVADO (IFS);
4390;VINO TINTO;YLLERA;2944;BEBIDAS;VINOS;VINO TINTO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
4644;VINO TINTO;SEÑOR DE BRACAMONTE;2944;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
28618;VINO TINTO;PEPE YLLERA;2944;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
15559;PATA;"EMBUTIDOS EG ""EL GEMELO""";263;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
3343;POLEN;ORO DEL ALBERCHE;2966;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;POLEN;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; ARTESANIA ALIMENTARIA DE CASTILLA Y LEON";
27459;JAMON DE CEBO DE CAMPO IBERICO;SIMON MARTIN;3081;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
27465;PALETA DE CEBO DE CAMPO IBERICA;SIMON MARTIN;3081;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
34486;VINO TINTO RESERVA;VEGA SAUCO ADOREMUS;598;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
34487;VINO TINTO SELECCION;VEGA SAUCO;598;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
34490;VINO TINTO ROBLE;VEGA SAUCO LA SONRISA DEL NOMADA;598;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
1399;QUESO DE OVEJA;EL ZAMORRAL;1193;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
22592;VINO TINTO ROBLE;VALDERIZ JUEGABOLOS;644;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
38281;LOMO DE BELLOTA 100% IBERICO;EL CATEDRATICO;2775;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
11249;VINO BLANCO;TRES LUNAS;402;BEBIDAS;VINOS;VINO BLANCO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; VCPRD D.O. TORO";
11250;VINO TINTO;TRES LUNAS;402;BEBIDAS;VINOS;VINO TINTO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; VCPRD D.O. TORO";
43826;VINO TINTO;LUNAS NUEVAS;402;BEBIDAS;VINOS;VINO TINTO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; VCPRD D.O. TORO";
15046;COSTILLA ADOBADA CURADA;FIDALGO MONTERO;33332;CHARCUTERIA;CURADOS;OTRO CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
15048;SALCHICHON;FIDALGO MONTERO;33332;CHARCUTERIA;EMBUTIDOS;SALCHICHON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
15049;LOMO EMBUCHADO;FIDALGO MONTERO;33332;CHARCUTERIA;EMBUTIDOS;LOMO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
26357;VINO TINTO;VIZORRO;418;BEBIDAS;VINOS;VINO TINTO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
28621;LECHAZO;DEOVINO;35751;CARNES;OVINO Y CAPRINO;LECHAZO;PLIEGO DE CONDICIONES DE PRODUCTO;
10321;JAMON SERRANO;MARIANO PASCUAL;2226;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
25206;PALETA DE CEBO IBERICA;MARIANO PASCUAL;2226;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
25207;JAMON DE CEBO IBERICO;MARIANO PASCUAL;2226;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28443;BOLETUS EDULIS CONSERVA;CONSERVAS GABEMAR;1002;CONSERVAS;CONSERVAS VEGETALES;CONSERVAS DE SETAS;M.G. SETAS DE CASTILLA Y LEON;
28449;CANTHARELLUS TUBAEFORMIS FRESCO;CONSERVAS GABEMAR;1002;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;SETAS Y HONGOS;SETA;M.G. SETAS DE CASTILLA Y LEON;
28452;BOLETUS PINICOLA FRESCO;CONSERVAS GABEMAR;1002;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;SETAS Y HONGOS;SETA;M.G. SETAS DE CASTILLA Y LEON;
3700;VINO ROSADO;VALDELOSFRAILES;417;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. CIGALES;
8111;VINO TINTO;EMINA PASION;417;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
47417;VINO TINTO CRIANZA;VALDELOSFRAILES;417;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. CIGALES;
18460;VINO ROSADO;KAPRICHO DE LA VIÑA;3258;BEBIDAS;VINOS;VINO ROSADO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
25379;VINO BLANCO SEMIDULCE VERDEJO;ESENCIA 27;3258;BEBIDAS;VINOS;VINO BLANCO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
22915;PALETA DE CEBO DE CAMPO 100% IBERICA;EMBUTIDOS Y JAMONES EL PERNIL;1279;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
22916;PALETA DE BELLOTA 100% IBERICA;EMBUTIDOS Y JAMONES EL PERNIL;1279;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23698;PALETA DE CEBO IBERICA;EMBUTIDOS Y JAMONES EL PERNIL;1279;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23700;LOMO DE BELLOTA IBERICO;EMBUTIDOS Y JAMONES EL PERNIL;1279;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
1406;ARRASTRADOS;LA TIA MELITONA;235;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;BOLLERIA DIVERSA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
6483;PASTAS DE TE;LA TIA MELITONA;235;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
16653;COOKIES CHOCO-NUEZ;LA TIA MELITONA;235;PANADERIA Y REPOSTERIA;GALLETAS;GALLETAS ESPECIALES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
28185;PALETA DE CEBO DE CAMPO IBERICA;ARTESANOS DEL IBERICO EL PORTAL;30240;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
28191;JAMON DE CEBO DE CAMPO IBERICO;ARTESANOS DEL IBERICO EL PORTAL;30240;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28203;PALETA DE BELLOTA IBERICA;PRODUCTOS IBERICOS JOALJA;30240;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
28207;JAMON DE BELLOTA IBERICO;PRODUCTOS IBERICOS JOALJA;30240;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28210;LOMO DE BELLOTA IBERICO;PRODUCTOS IBERICOS JOALJA;30240;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
3312;JAMON SERRANO RESERVA;CHACINERIAS DIAZ;900;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
25655;PALETA DE BELLOTA IBERICA;JAMONES Y EMBUTIDOS RAMOS;2748;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
315;CABECERO DE LOMO;LA HOGUERA;1244;CHARCUTERIA;EMBUTIDOS;LOMO;PROTOCOLO PRIVADO (IFS);
384;SALCHICHON;LA HOGUERA;1244;CHARCUTERIA;EMBUTIDOS;SALCHICHON;PROTOCOLO PRIVADO (IFS);
17325;TORREZNO;LA HOGUERA;1244;CHARCUTERIA;CURADOS;OTRO CURADO;M.G. TORREZNO DE SORIA;
26318;PALETA DE CEBO DE CAMPO IBERICA;IBERICOS ALHANDIGA;1487;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
44629;JAMON DE BELLOTA IBERICO;MYJAMON;1487;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
19332;PALETA DE BELLOTA 100% IBERICA;DE ARRIBA;35754;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
19356;LOMO DE CEBO IBERICO;JEYMASA;35754;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
19363;PALETA DE CEBO IBERICA;JEYMASA;35754;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
27167;LOMO DE CEBO DE CAMPO IBERICO;JESUS DE ARRIBA LA HUELLA DEL IBERICO;35754;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
27169;JAMON CEBO DE CAMPO IBERICO;JESUS DE ARRIBA LA HUELLA DEL IBERICO;35754;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
130;QUESO MEZCLA;PUEBLA LUIS;2780;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
8747;QUESO DE OVEJA TIERNO FUNDIDO;PUEBLA LUIS;2780;QUESOS Y OTROS LACTEOS;QUESOS;QUESO FUNDIDO Y CREMAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
8752;YOGUR DE OVEJA CON FRUTAS;PUEBLA LUIS;2780;QUESOS Y OTROS LACTEOS;YOGURES/LECHES FERMENTADAS;YOGUR;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
8757;QUESO DE OVEJA AÑEJO;PUEBLA LUIS;2780;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
8758;QUESO FRESCO DE OVEJA;PUEBLA LUIS;2780;QUESOS Y OTROS LACTEOS;QUESOS;QUESO FRESCO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
12848;QUESO DE CABRA SEMICURADO CON PIMENTON;ALVAREA CABRERO;715;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
12850;QUESO FRESCO DE CABRA;ALVAREA CABRERO;715;QUESOS Y OTROS LACTEOS;QUESOS;QUESO FRESCO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
12855;QUESO DE CABRA SEMICURADO;ALVAREA CABRERO;715;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
27458;JAMON DE CEBO 100% IBERICO;SIMON MARTIN;3081;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
12842;PERA CONFERENCIA;VAL DE ORNEDO S.L.;3170;FRUTAS;MANZANAS Y PERAS;PERA;M.G. PERA CONFERENCIA DEL BIERZO;
18108;CAPRICHO DE MORCILLA DE ARROZ;EMBUTIDOS RIOS;1240;CHARCUTERIA;COCIDOS;MORCILLA;"M.G. AMBITO NACIONAL (FACE); PROTOCOLO PRIVADO (IFS)";
22593;VINO TINTO ROBLE;VALDERIZ;644;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
38278;JAMON DE BELLOTA IBERICO;EL CATEDRATICO;2775;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
38279;PALETA DE BELLOTA 100% IBERICA;EL CATEDRATICO;2775;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
28442;BOLETUS PINICOLA CONSERVA;CONSERVAS GABEMAR;1002;CONSERVAS;CONSERVAS VEGETALES;CONSERVAS DE SETAS;M.G. SETAS DE CASTILLA Y LEON;
28453;BOLETUS EDULIS FRESCO;CONSERVAS GABEMAR;1002;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;SETAS Y HONGOS;SETA;M.G. SETAS DE CASTILLA Y LEON;
33784;QUESO MEZCLA;SAN ISIDRO;1187;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;PLIEGO DE CONDICIONES DE PRODUCTO;AUTORIZADO
42283;QUESO DE OVEJA DE PASTA BLANDA CON CORTEZA ENMOHECIDA;EL GRAN CARDENAL;1187;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;PLIEGO DE CONDICIONES DE PRODUCTO;AUTORIZADO
42285;QUESO DE OVEJA DE PASTA BLANDA Y PIMIENTA VERDE CON CORTEZA ENMOHECIDA;EL GRAN CARDENAL;1187;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;PLIEGO DE CONDICIONES DE PRODUCTO;AUTORIZADO
48168;QUESO FRESCO TRADICIONAL DE OVEJA;EL GRAN CARDENAL;1187;QUESOS Y OTROS LACTEOS;QUESOS;QUESO FRESCO;PLIEGO DE CONDICIONES DE PRODUCTO;AUTORIZADO
26558;VINO ROSADO;LINAJE GARSEA;447;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;
26561;VINO TINTO 3 MESES EN BARRICA;LINAJE GARSEA;447;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
12863;VINO TINTO ROBLE;TINTO ARROYO;568;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
12864;VINO TINTO JOVEN;TINTO ARROYO;568;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
12865;VINO TINTO JOVEN (VENDIMIA SELECCIONADA);TINTO ARROYO;568;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
24385;LOMO DE CEBO IBERICO;CASALBA;839;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
22514;ROSCAS DE AIRE;HERMANOS COOMONTE;1794;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ROSQUILLAS Y ROSCOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
40644;BURRATA;QUESERIA ZUCCA;39955;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE VACA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
538;VINO ROSADO;VIÑA RUFINA;430;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. CIGALES;
540;VINO TINTO GRAN RESERVA;VIÑA RUFINA;430;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. CIGALES;
541;VINO TINTO JOVEN ROBLE;VIÑA RUFINA;430;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. CIGALES;
14093;QUESO DE CABRA SEMICURADO;PRODUCTOS ARTESANOS VALDECABRAS;33260;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
16662;ALMENDRAS TRUFADAS;ALMENDRAS SARRALDE DE BRIVIESCA;192;ALIMENTACION GENERAL;APERITIVOS;FRUTOS/AS CON CHOCOLATE;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
26599;JAMON DE BELLOTA 100% IBERICO;JAMONES JULIAN BECERRO;30360;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
26601;CARNE FRESCA DE BELLOTA IBERICA;JAMONES JULIAN BECERRO;30360;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
10562;CARNE DE CERDO IBERICO;ENRIQUE GARCIA;1297;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24506;JAMON DE BELLOTA IBERICO;ENRIQUE GARCIA;1297;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
16935;CHORIZO EXTRA DULCE;EMBUTIDOS MANOLO;33334;CHARCUTERIA;EMBUTIDOS;CHORIZO;M.C. CHORIZO DE LEON;
5524;PASTAS DE ALMENDRA;JM JOSE MOLPECERES MANTECADOS;2366;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
5526;BOLLOS DE ACEITE;JM JOSE MOLPECERES MANTECADOS;2366;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;BRIOCHE Y BOLLOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
31559;SETA FRESCA;ENTRESETAS;38335;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;SETAS Y HONGOS;SETA;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
26661;LOMO DE BELLOTA IBERICO;IGLESIAS RODRIGUEZ;37011;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
26679;JAMON DE CEBO DE CAMPO IBERICO;IGLESIAS RODRIGUEZ;37011;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
27956;LOMO DE CEBO DE CAMPO IBERICO;IGLESIAS RODRIGUEZ;37011;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
43743;QUESO DE OVEJA;BAJO DUERO;154;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;
42815;CARNE DE LECHAZO;CARNICAS TEBI SLU;799;CARNES;OVINO Y CAPRINO;LECHAZO;PLIEGO DE CONDICIONES DE PRODUCTO;
23719;ALUBIA PLANCHETA;VEGAS BAÑEZANAS;2063;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
27498;ALUBIA RIÑON;SELEQTIA;2063;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
27499;ALUBIA PINTA;SELEQTIA;2063;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
32026;ALUBIA RIÑON;CONSUM;2063;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
36403;ALUBIA RIÑON;LUENGO ORIGEN;2063;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
45903;QUESO DE LECHE CRUDA DE OVEJA VIEJO;TORRECAMPOS;35891;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;
45907;QUESO DE LECHE PASTEURIZADA DE OVEJA CURADO;TORRECAMPOS;35891;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;
45908;QUESO DE LECHE PASTEURIZADA DE OVEJA SEMICURADO;TORRECAMPOS;35891;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;
6447;CHORIZO IBERICO;EMBUTIDOS IBERICOS GARCINUÑO, S.L.;15040;CHARCUTERIA;EMBUTIDOS;CHORIZO IBERICO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
7119;VINO ROSADO;ARRIBES DE VETTONIA;369;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. ARRIBES;
306;PIMIENTOS ASADOS;HUERTA BERCIANA;1862;CONSERVAS;CONSERVAS VEGETALES;CONSERVAS DE PIMIENTO;I.G.P. PIMIENTO ASADO DEL BIERZO;
21909;PALETA CURADA;DS HIJOS DE DIONISIO SANCHEZ;1736;CHARCUTERIA;CURADOS;PALETA CURADA;PROTOCOLO PRIVADO (IFS);
21918;FUET;DS HIJOS DE DIONISIO SANCHEZ;1736;CHARCUTERIA;EMBUTIDOS;OTRA VARIEDAD;PROTOCOLO PRIVADO (IFS);
21966;PANCETA;DS HIJOS DE DIONISIO SANCHEZ;1736;CARNES;PORCINO;CERDO BLANCO;PROTOCOLO PRIVADO (IFS);
21977;SALCHICHON;DS HIJOS DE DIONISIO SANCHEZ;1736;CHARCUTERIA;EMBUTIDOS;SALCHICHON;PROTOCOLO PRIVADO (IFS);
21983;SALCHICHON;CHARROS SALMANTINOS;1736;CHARCUTERIA;EMBUTIDOS;SALCHICHON;PROTOCOLO PRIVADO (IFS);
22000;CHORIZO;DS HIJOS DE DIONISIO SANCHEZ;1736;CHARCUTERIA;EMBUTIDOS;CHORIZO;M.G. CHORIZO ZAMORANO;
22014;PALETA DE CEBO IBERICA;SANCHEZ BERMEJO SB DIONISIO SENSACIONES;1736;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
22019;JAMON DE BELLOTA IBERICO;SANCHEZ BERMEJO SB DIONISIO SENSACIONES;1736;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
9741;FILETES DE ANCHOA EN ACEITE DE OLIVA;ANCHOAS RAMOS;1005;CONSERVAS;CONSERVAS DE PESCADO Y MARISCO;CONSERVAS DE PESCADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
4158;BOTILLO;EMBUTIDOS SANTA CRUZ DE MONTES;1262;CHARCUTERIA;CURADOS;BOTILLO;I.G.P. BOTILLO DEL BIERZO;
11196;VINO TINTO ROBLE;VALDUBON;592;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
11206;VINO TINTO CRIANZA;VALDUBON;592;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
7590;NISCALOS;CONSERVAS ANDA EL NIÑO;1001;CONSERVAS;CONSERVAS VEGETALES;CONSERVAS DE SETAS;PLIEGO DE CONDICIONES DE PRODUCTO;
7594;JUDIAS VERDES;CONSERVAS ANDA EL NIÑO;1001;CONSERVAS;CONSERVAS VEGETALES;OTRAS CONSERVAS VEGETALES;PLIEGO DE CONDICIONES DE PRODUCTO;
22450;PALETA DE CEBO IBERICA;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
22451;LOMO DE CEBO IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
22452;LOMO DE BELLOTA IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
23212;PALETA DE CEBO DE CAMPO 100% IBERICA;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23214;LOMO DE CEBO DE CAMPO IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
23218;JAMON DE CEBO DE CAMPO IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23219;JAMON DE BELLOTA 100% IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23220;JAMON DE CEBO 100% IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23221;JAMON DE CEBO DE CAMPO 100% IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23222;PALETA DE CEBO DE CAMPO IBERICA;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23223;PALETA DE BELLOTA 100% IBERICA;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
29451;PALETA DE CHIVO;EMBUTIDOS LA PRADERA DE FONTUN;36272;CHARCUTERIA;CURADOS;PALETA CURADA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29453;CECINA DE CHIVO;EMBUTIDOS LA PRADERA DE FONTUN;36272;CHARCUTERIA;CURADOS;CECINA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29456;LACON ADOBADO CURADO;EMBUTIDOS LA PRADERA DE FONTUN;36272;CHARCUTERIA;CURADOS;OTRO CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29459;OREJA DE CERDO ADOBADA CURADA;EMBUTIDOS LA PRADERA DE FONTUN;36272;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29461;RABOS DE CERDO ADOBADOS;EMBUTIDOS LA PRADERA DE FONTUN;36272;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29463;COSTILLA DE CERDO ADOBADA CURADA;EMBUTIDOS LA PRADERA DE FONTUN;36272;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
16689;TOMATE;ECOEDUCO;33700;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;TOMATE Y OTROS FRUTOS VEGETALES;TOMATE;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
16694;LOMBARDA;ECOEDUCO;33700;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;COLES;LOMBARDA;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
16697;REMOLACHA;ECOEDUCO;33700;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;ZANAHORIAS Y OTRAS RAICES;REMOLACHA;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
