IDProducto;Producto;Marca;IDEmpresa;Seccion;Categoria;Variedad;FigurasCalidad;HEART OF SPAIN
31013;PALETA CURADA;JAMONES Y EMBUTIDOS CARDIZA;1120;CHARCUTERIA;CURADOS;PALETA CURADA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
31015;LOMO CURADO 50% RAZA DUROC;JAMONES Y EMBUTIDOS CARDIZA;1120;CHARCUTERIA;EMBUTIDOS;LOMO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
31017;JAMON CURADO 50% RAZA DUROC;JAMONES Y EMBUTIDOS CARDIZA;1120;CHARCUTERIA;CURADOS;JAMON CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
28211;LOMO DE CEBO IBERICO;DON EUSEBIO DE LA ALBERCA;1225;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
28217;JAMON DE CEBO DE CAMPO IBERICO;DON EUSEBIO DE LA ALBERCA;1225;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28218;JAMON DE BELLOTA 100% IBERICO;DON EUSEBIO DE LA ALBERCA;1225;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28220;JAMON DE CEBO IBERICO;DON EUSEBIO DE LA ALBERCA;1225;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
28221;PALETA DE BELLOTA 100% IBERICA;DON EUSEBIO DE LA ALBERCA;1225;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
48344;QUESO DE OVEJA AZUL;LAS CORTAS QUESERIA ARTESANAL;38355;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
48345;YOGUR DE OVEJA NATURAL;LAS CORTAS QUESERIA ARTESANAL;38355;QUESOS Y OTROS LACTEOS;YOGURES/LECHES FERMENTADAS;YOGUR;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
765;CHORIZO;JUAN JOSE LEDESMA, SA;1964;CHARCUTERIA;EMBUTIDOS;CHORIZO;M.G. CHORIZO ZAMORANO;
2963;VINO ROSADO;PEÑAMONTE;585;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. TORO;
22486;VINO ROSADO;VIÑAS ALTAS;585;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. TORO;
22487;VINO BLANCO;VIÑAS ALTAS;585;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. TORO;
22489;VINO TINTO CRIANZA;VIÑAS ALTAS;585;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
30993;LOMO DE BELLOTA IBERICO;GUILLEN JAMONES Y EMBUTIDOS;2214;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
30996;PALETA DE CEBO 100% IBERICA;GUILLEN JAMONES Y EMBUTIDOS;2214;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
31000;JAMON DE BELLOTA IBERICO;GUILLEN JAMONES Y EMBUTIDOS;2214;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
31001;JAMON DE CEBO DE CAMPO 100% IBERICO;GUILLEN JAMONES Y EMBUTIDOS;2214;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
31002;JAMON DE CEBO DE CAMPO IBERICO;GUILLEN JAMONES Y EMBUTIDOS;2214;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
6147;AGUA MINERAL NATURAL;AGUA DE CORCONTE;144;BEBIDAS;AGUAS;AGUA MINERAL SIN GAS;R.D.1798/2010 DE AGUAS MINERALES NATURAL Y MANANTIAL;
1127;BOMBONES;PEÑIN;2734;ALIMENTACION GENERAL;CHOCOLATES Y CACAOS;BOMBONES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1129;CHOCOLATES;LES DELICES D,ANGELIQUE;2734;ALIMENTACION GENERAL;CHOCOLATES Y CACAOS;TABLETAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1130;CREMA PASTELERA;PEÑIN;2734;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ESPECIALIDAD PASTELERIA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1132;HUESITOS;PEÑIN;2734;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTELES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1138;TURRONES;PEÑIN;2734;PANADERIA Y REPOSTERIA;PRODUCTOS NAVIDEÑOS;TURRON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
5732;CHOCOLATES;PEÑIN;2734;ALIMENTACION GENERAL;CHOCOLATES Y CACAOS;TABLETAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
19307;TEJAS DE ALMENDRA;PEÑIN;2734;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
15391;VINO TINTO JOVEN;GUERRA;1038;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
15394;VINO TINTO ROBLE;GUERRA;1038;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
15398;VINO BLANCO GODELLO;SEÑORIO DEL BIERZO;1038;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. BIERZO;
20375;VINO TINTO JOVEN;ARMAS DE GUERRA;1038;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
20386;VINO ROSADO;VINDIUS;1038;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. BIERZO;
20388;VINO TINTO JOVEN;LAMACIÑA;1038;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
20392;VINO BLANCO;FONTOUSAL;1038;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. BIERZO;
31850;VINO TINTO;BOCOVI;1038;BEBIDAS;VINOS;VINO TINTO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
31851;VINO ROSADO;BOCOVI;1038;BEBIDAS;VINOS;VINO ROSADO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
36784;VINO BLANCO;BLISS;1038;BEBIDAS;VINOS;VINO BLANCO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
36785;VINO TINTO;SEÑORIO DEL BIERZO;1038;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
36787;VINO ROSADO;SESTERCIO;1038;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. BIERZO;
36788;VINO TINTO CRIANZA;MARQUES DE QUINTANILLA;1038;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
36792;VINO BLANCO;VIÑAORO;1038;BEBIDAS;VINOS;VINO BLANCO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
47484;VINO ROSADO JOVEN;GUERRA DE PURA CEPA;1038;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. BIERZO;
47485;VINO TINTO JOVEN MENCIA;GUERRA DE PURA CEPA;1038;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
13257;VINO TINTO JOVEN;LAGAR DEL ROLLO;2422;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
13260;VINO TINTO ROBLE;ROQUESAN;2422;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
13262;VINO TINTO RESERVA;ROQUESAN;2422;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
7407;QUESO MEZCLA CURADO LECHE CRUDA;CONDE DUQUE;1870;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;PROTOCOLO PRIVADO (IFS);
7408;QUESO MEZCLA CURADO;SAN VICENTE;1870;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;PROTOCOLO PRIVADO (IFS);
7415;QUESO MEZCLA CURADO;SANTA NONIA;1870;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;PROTOCOLO PRIVADO (IFS);
15378;QUESO MEZCLA SEMICURADO;EL CORTE INGLES;1870;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;PROTOCOLO PRIVADO (IFS);
15938;QUESO DE CABRA;EL PASTOR DE TORIO;1870;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;PROTOCOLO PRIVADO (IFS);
27344;QUESO MEZCLA TIERNO LIGHT;ALTEZA;1870;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;PROTOCOLO PRIVADO (IFS);
